playId,pffPlayId,playType,playTypePrecise,gameId,eliasGameId,sdrEventId,espnScheduleId,espnEventId,pffGameId,sisGameId,gsisGameKey,uniqPlayId,ngsPlaylistKey,teamId,league,teamImageId,teamFullName,team,teamAbbrevName,teamNickName,inFBS,inFCS,activeFBSTeam,activeFCSTeam,teamColor,gameConference,gamepassAwayTeam,gamepassHomeTeam,gamepassDate,seasonYear,gamepassSeasonType,gamepassWeek,wallClock,poss,possAbbrevName,possTeamId,possTeamImageId,side,possession,week,date,gameDate,home,away,team,teamAbbrevName,opponent,opponentAbbrevName,opponentImageId,opponentId,teamPriorScore,opponentPriorScore,teamAfterScore,opponentAfterScore,downStart,distToFirstStart,goalDistStart,pos,startWp,wpa,startEp,epa,yards,driveNumber,driveStartQuarter,driveStartDistance,driveStartingClock,drivePlays,driveYards,driveTimeOfPossession,driveHowEnded,quarter,gameClock,teamFinalScore,opponentFinalScore,opponentCurrentScore,teamCurrentScore,driveTeamOnOffense,description,game,Game Date,week,qtr,los,down,dist,yds,abbrevName,opponentAbbrevName,poss,ngsPlaySummaryData,tmnDataPublicManualHasPublicHighlight,Date,GameId,PlayId,Qtr,SecsLeftInQ,Team,Opponent,TeamCurrentScore,OppCurrentScore,Down,Dist,LOS,PlayType,DriveNumber,PlayNum,Yds,Sack,Interception,FumbleLost,Incomplete,2PtChoice,2PtResult,FGDist,DriveResult,DesignedQBRun,DefensiveTD,Aborted,Onside,TOleft,OppTOLeft,PlayDesc,TmSpread,OddsTotal,PFFPlayID,reportId
1199,6899720,PASS,Pass,29563,,,,,29563,,409083,29563-1199,"409083, 1199",100000118,NCAA,TXBA,Baylor Bears,Baylor Bears,BAY,Bears,true,,,,#003015,Big 12,Houston,Baylor,11292025,2025,REG,14,,BAY,BAY,100000118,TXBA,OFF,true,W14,2025-11-29,2025-11-29 12:00:00,true,false,BAY,BAY,HOU,HOU,TXHO,100000182,0,14,3,14,1,10,37,37,,,3.615789350016948,-0.7742813926841797,0,7,2,37,853,4,0,29,Field Goal,2,843,24,31,14,0,true,(14:03) (BAY 13) Sawyer Robertson pass incomplete to (BAY 06) Ashtyn Hawkins,HOU 31 @ BAY 24,2025-11-29 12:00:00,W14,2,37,1,10,0,BAY,HOU,BAY,false,false,2025-11-29,29563,1199,2,843,Baylor,Houston,0,14,1,10,37,PASS,7,1,0,0,0,0,1,0,,0,Field Goal,0,0,0,0,3,3,(14:03) (BAY 13) Sawyer Robertson pass incomplete to (BAY 06) Ashtyn Hawkins,-2,57,6899720,326-undefined
1225,6899722,PASS,Pass,29563,,,,,29563,,409083,29563-1225,"409083, 1225",100000118,NCAA,TXBA,Baylor Bears,Baylor Bears,BAY,Bears,true,,,,#003015,Big 12,Houston,Baylor,11292025,2025,REG,14,,BAY,BAY,100000118,TXBA,OFF,true,W14,2025-11-29,2025-11-29 12:00:00,true,false,BAY,BAY,HOU,HOU,TXHO,100000182,0,14,3,14,2,10,37,37,,,2.8311346588693533,-1.0523798508722464,0,7,2,37,853,4,0,29,Field Goal,2,837,24,31,14,0,true,(13:57) (BAY 13) Sawyer Robertson pass incomplete,HOU 31 @ BAY 24,2025-11-29 12:00:00,W14,2,37,2,10,0,BAY,HOU,BAY,false,false,2025-11-29,29563,1225,2,837,Baylor,Houston,0,14,2,10,37,PASS,7,2,0,0,0,0,1,0,,0,Field Goal,0,0,0,0,3,3,(13:57) (BAY 13) Sawyer Robertson pass incomplete,-2,57,6899722,326-undefined
1251,6899725,PASS,Pass,29563,,,,,29563,,409083,29563-1251,"409083, 1251",100000118,NCAA,TXBA,Baylor Bears,Baylor Bears,BAY,Bears,true,,,,#003015,Big 12,Houston,Baylor,11292025,2025,REG,14,,BAY,BAY,100000118,TXBA,OFF,true,W14,2025-11-29,2025-11-29 12:00:00,true,false,BAY,BAY,HOU,HOU,TXHO,100000182,0,14,3,14,3,10,37,37,,,1.764655734465019,-1.753091314516046,0,7,2,37,853,4,0,29,Field Goal,2,834,24,31,14,0,true,(13:54) (BAY 13) Sawyer Robertson pass incomplete to (BAY 34) Josh Cameron,HOU 31 @ BAY 24,2025-11-29 12:00:00,W14,2,37,3,10,0,BAY,HOU,BAY,false,false,2025-11-29,29563,1251,2,834,Baylor,Houston,0,14,3,10,37,PASS,7,3,0,0,0,0,1,0,,0,Field Goal,0,0,0,0,3,3,(13:54) (BAY 13) Sawyer Robertson pass incomplete to (BAY 34) Josh Cameron,-2,57,6899725,326-undefined
1277,6899733,FGA,FGA,29563,,,,,29563,,409083,29563-1277,"409083, 1277",100000118,NCAA,TXBA,Baylor Bears,Baylor Bears,BAY,Bears,true,,,,#003015,Big 12,Houston,Baylor,11292025,2025,REG,14,,BAY,BAY,100000118,TXBA,OFF,true,W14,2025-11-29,2025-11-29 12:00:00,true,false,BAY,BAY,HOU,HOU,TXHO,100000182,0,14,3,14,4,10,37,37,,,-0.011922311891569197,3.0517405522492145,,7,2,37,853,4,0,29,Field Goal,2,829,24,31,14,0,true,(13:49) (BAY S96) Connor Hawkins 54 yard FG is Good.,HOU 31 @ BAY 24,2025-11-29 12:00:00,W14,2,37,4,10,0,BAY,HOU,BAY,false,false,2025-11-29,29563,1277,2,829,Baylor,Houston,0,14,4,10,37,FGA,7,0,0,0,0,0,0,0,,54,Field Goal,0,0,0,0,3,3,(13:49) (BAY S96) Connor Hawkins 54 yard FG is Good.,-2,57,6899733,326-undefined
1300,6899751,KICKOFF,Kickoff,29563,,,,,29563,,409083,29563-1300,"409083, 1300",100000118,NCAA,TXBA,Baylor Bears,Baylor Bears,BAY,Bears,true,,,,#003015,Big 12,Houston,Baylor,11292025,2025,REG,14,,HOU,HOU,100000182,TXHO,DEF,true,W14,2025-11-29,2025-11-29 12:00:00,true,false,BAY,BAY,HOU,HOU,TXHO,100000182,3,14,3,14,,,65,65,,,-0.7884805628996298,-0.1998404349459807,,8,2,75,824,4,40,107,Interception,2,824,24,31,14,3,false,69 Yard Kickoff by (BAY S98) Rhett Armstrong. Touchback.,HOU 31 @ BAY 24,2025-11-29 12:00:00,W14,2,65,0,-,0,BAY,HOU,HOU,false,false,2025-11-29,29563,1300,2,824,Baylor,Houston,3,14,0,-,65,KICKOFF,8,0,0,0,0,0,0,0,,0,Interception,0,0,0,0,3,3,69 Yard Kickoff by (BAY S98) Rhett Armstrong. Touchback.,-2,57,6899751,326-undefined
1318,6899769,PASS,Pass,29563,,,,,29563,,409083,29563-1318,"409083, 1318",100000118,NCAA,TXBA,Baylor Bears,Baylor Bears,BAY,Bears,true,,,,#003015,Big 12,Houston,Baylor,11292025,2025,REG,14,,HOU,HOU,100000182,TXHO,DEF,false,W14,2025-11-29,2025-11-29 12:00:00,true,false,BAY,BAY,HOU,HOU,TXHO,100000182,3,14,3,14,1,10,75,75,,,-0.990998324843702,-0.7958853054256247,12,8,2,75,824,4,40,107,Interception,2,824,24,31,14,3,false,(13:44) (HOU 01) Conner Weigman pass complete to (HOU 25) DJ Butler for 12 yards. Tackle by (BAY D24) Micah Gifford.,HOU 31 @ BAY 24,2025-11-29 12:00:00,W14,2,75,1,10,12,BAY,HOU,HOU,false,false,2025-11-29,29563,1318,2,824,Baylor,Houston,3,14,1,10,75,PASS,8,1,12,0,0,0,0,0,,0,Interception,0,0,0,0,3,3,(13:44) (HOU 01) Conner Weigman pass complete to (HOU 25) DJ Butler for 12 yards. Tackle by (BAY D24) Micah Gifford.,-2,57,6899769,326-undefined
1346,6899779,RUSH,Rush,29563,,,,,29563,,409083,29563-1346,"409083, 1346",100000118,NCAA,TXBA,Baylor Bears,Baylor Bears,BAY,Bears,true,,,,#003015,Big 12,Houston,Baylor,11292025,2025,REG,14,,HOU,HOU,100000182,TXHO,DEF,false,W14,2025-11-29,2025-11-29 12:00:00,true,false,BAY,BAY,HOU,HOU,TXHO,100000182,3,14,3,14,1,10,63,63,,,-1.7975463633452247,0.3775802586937065,3,8,2,75,824,4,40,107,Interception,2,784,24,31,14,3,false,(13:04) (HOU 01) Conner Weigman rushes for 3 yards. Tackle by (BAY D11) Keaton Thomas.,HOU 31 @ BAY 24,2025-11-29 12:00:00,W14,2,63,1,10,3,BAY,HOU,HOU,false,false,2025-11-29,29563,1346,2,784,Baylor,Houston,3,14,1,10,63,RUSH,8,2,3,0,0,0,0,0,,0,Interception,1,0,0,0,3,3,(13:04) (HOU 01) Conner Weigman rushes for 3 yards. Tackle by (BAY D11) Keaton Thomas.,-2,57,6899779,326-undefined
1372,6899805,RUSH,Rush,29563,,,,,29563,,409083,29563-1372,"409083, 1372",100000118,NCAA,TXBA,Baylor Bears,Baylor Bears,BAY,Bears,true,,,,#003015,Big 12,Houston,Baylor,11292025,2025,REG,14,,HOU,HOU,100000182,TXHO,DEF,false,W14,2025-11-29,2025-11-29 12:00:00,true,false,BAY,BAY,HOU,HOU,TXHO,100000182,3,14,3,14,2,7,60,60,,,-1.4248926641796167,-2.2586199954108643,10,8,2,75,824,4,40,107,Interception,2,753,24,31,14,3,false,"(12:33) (HOU 25) DJ Butler rushes for 10 yards. Tackle by (BAY D27) Tevin Williams III. Assist by (BAY D24) Micah Gifford. Penalty on (BAY D27) Tevin Williams III, First Down.",HOU 31 @ BAY 24,2025-11-29 12:00:00,W14,2,60,2,7,10,BAY,HOU,HOU,false,false,2025-11-29,29563,1372,2,753,Baylor,Houston,3,14,2,7,60,RUSH,8,3,10,0,0,0,0,0,,0,Interception,0,0,0,0,3,3,"(12:33) (HOU 25) DJ Butler rushes for 10 yards. Tackle by (BAY D27) Tevin Williams III. Assist by (BAY D24) Micah Gifford. Penalty on (BAY D27) Tevin Williams III, First Down.",-2,57,6899805,326-undefined
1409,6899844,PASS,Pass,29563,,,,,29563,,409083,29563-1409,"409083, 1409",100000118,NCAA,TXBA,Baylor Bears,Baylor Bears,BAY,Bears,true,,,,#003015,Big 12,Houston,Baylor,11292025,2025,REG,14,,HOU,HOU,100000182,TXHO,DEF,false,W14,2025-11-29,2025-11-29 12:00:00,true,false,BAY,BAY,HOU,HOU,TXHO,100000182,3,14,3,14,1,10,35,35,,,-3.713772122815616,5.561895701984995,0,8,2,75,824,4,40,107,Interception,2,729,24,31,14,3,false,(12:09) (HOU 01) Conner Weigman pass to (HOU 44) Dean Connors intercepted by (BAY D11) Keaton Thomas.,HOU 31 @ BAY 24,2025-11-29 12:00:00,W14,2,35,1,10,0,BAY,HOU,HOU,false,false,2025-11-29,29563,1409,2,729,Baylor,Houston,3,14,1,10,35,PASS,8,4,0,0,1,0,1,0,,0,Interception,0,0,0,0,3,3,(12:09) (HOU 01) Conner Weigman pass to (HOU 44) Dean Connors intercepted by (BAY D11) Keaton Thomas.,-2,57,6899844,326-undefined
1439,6899928,RUSH,Rush,29563,,,,,29563,,409083,29563-1439,"409083, 1439",100000118,NCAA,TXBA,Baylor Bears,Baylor Bears,BAY,Bears,true,,,,#003015,Big 12,Houston,Baylor,11292025,2025,REG,14,,BAY,BAY,100000118,TXBA,OFF,true,W14,2025-11-29,2025-11-29 12:00:00,true,false,BAY,BAY,HOU,HOU,TXHO,100000182,3,14,6,14,1,10,63,63,,,1.7755535503238513,1.293077415405858,9,9,2,63,717,12,46,332,Field Goal,2,717,24,31,14,3,true,(11:57) (BAY 22) Caden Knighten rushes for 9 yards. Tackle by (HOU D08) Kentrell Webb. Assist by (HOU D15) Will James.,HOU 31 @ BAY 24,2025-11-29 12:00:00,W14,2,63,1,10,9,BAY,HOU,BAY,false,false,2025-11-29,29563,1439,2,717,Baylor,Houston,3,14,1,10,63,RUSH,9,1,9,0,0,0,0,0,,0,Field Goal,0,0,0,0,3,3,(11:57) (BAY 22) Caden Knighten rushes for 9 yards. Tackle by (HOU D08) Kentrell Webb. Assist by (HOU D15) Will James.,-2,57,6899928,326-undefined
1465,6899940,RUSH,Rush,29563,,,,,29563,,409083,29563-1465,"409083, 1465",100000118,NCAA,TXBA,Baylor Bears,Baylor Bears,BAY,Bears,true,,,,#003015,Big 12,Houston,Baylor,11292025,2025,REG,14,,BAY,BAY,100000118,TXBA,OFF,true,W14,2025-11-29,2025-11-29 12:00:00,true,false,BAY,BAY,HOU,HOU,TXHO,100000182,3,14,6,14,2,1,54,54,,,3.0517592604041286,-0.3352600415340578,5,9,2,63,717,12,46,332,Field Goal,2,697,24,31,14,3,true,(11:37) (BAY 22) Caden Knighten rushes for 5 yards. Tackle by (HOU D05) Carlos Allen Jr.. Assist by (HOU D36) Jalen Garner.,HOU 31 @ BAY 24,2025-11-29 12:00:00,W14,2,54,2,1,5,BAY,HOU,BAY,false,false,2025-11-29,29563,1465,2,697,Baylor,Houston,3,14,2,1,54,RUSH,9,2,5,0,0,0,0,0,,0,Field Goal,0,0,0,0,3,3,(11:37) (BAY 22) Caden Knighten rushes for 5 yards. Tackle by (HOU D05) Carlos Allen Jr.. Assist by (HOU D36) Jalen Garner.,-2,57,6899940,326-undefined
1491,6899960,PASS,Pass,29563,,,,,29563,,409083,29563-1491,"409083, 1491",100000118,NCAA,TXBA,Baylor Bears,Baylor Bears,BAY,Bears,true,,,,#003015,Big 12,Houston,Baylor,11292025,2025,REG,14,,BAY,BAY,100000118,TXBA,OFF,true,W14,2025-11-29,2025-11-29 12:00:00,true,false,BAY,BAY,HOU,HOU,TXHO,100000182,3,14,6,14,1,10,49,49,,,2.712007631565314,0.465447548770584,7,9,2,63,717,12,46,332,Field Goal,2,667,24,31,14,3,true,(11:07) (BAY 13) Sawyer Robertson pass complete to (BAY 85) Matthew Klopfenstein for 7 yards. Tackle by (HOU D06) Jordan Allen. Assist by (HOU D12) Sione Fotu.,HOU 31 @ BAY 24,2025-11-29 12:00:00,W14,2,49,1,10,7,BAY,HOU,BAY,false,false,2025-11-29,29563,1491,2,667,Baylor,Houston,3,14,1,10,49,PASS,9,3,7,0,0,0,0,0,,0,Field Goal,0,0,0,0,3,3,(11:07) (BAY 13) Sawyer Robertson pass complete to (BAY 85) Matthew Klopfenstein for 7 yards. Tackle by (HOU D06) Jordan Allen. Assist by (HOU D12) Sione Fotu.,-2,57,6899960,326-undefined
1519,6899970,RUSH,Rush,29563,,,,,29563,,409083,29563-1519,"409083, 1519",100000118,NCAA,TXBA,Baylor Bears,Baylor Bears,BAY,Bears,true,,,,#003015,Big 12,Houston,Baylor,11292025,2025,REG,14,,BAY,BAY,100000118,TXBA,OFF,true,W14,2025-11-29,2025-11-29 12:00:00,true,false,BAY,BAY,HOU,HOU,TXHO,100000182,3,14,6,14,2,3,42,42,,,3.1713821534669644,0.2661862115335442,4,9,2,63,717,12,46,332,Field Goal,2,637,24,31,14,3,true,(10:37) (BAY 22) Caden Knighten rushes for 4 yards. Tackle by (HOU D12) Sione Fotu. Assist by (HOU D98) Myles Parker.,HOU 31 @ BAY 24,2025-11-29 12:00:00,W14,2,42,2,3,4,BAY,HOU,BAY,false,false,2025-11-29,29563,1519,2,637,Baylor,Houston,3,14,2,3,42,RUSH,9,4,4,0,0,0,0,0,,0,Field Goal,0,0,0,0,3,3,(10:37) (BAY 22) Caden Knighten rushes for 4 yards. Tackle by (HOU D12) Sione Fotu. Assist by (HOU D98) Myles Parker.,-2,57,6899970,326-undefined
1545,6899976,PASS,Pass,29563,,,,,29563,,409083,29563-1545,"409083, 1545",100000118,NCAA,TXBA,Baylor Bears,Baylor Bears,BAY,Bears,true,,,,#003015,Big 12,Houston,Baylor,11292025,2025,REG,14,,BAY,BAY,100000118,TXBA,OFF,true,W14,2025-11-29,2025-11-29 12:00:00,true,false,BAY,BAY,HOU,HOU,TXHO,100000182,3,14,6,14,1,10,38,38,,,3.4340952432297467,0.21547436292640004,6,9,2,63,717,12,46,332,Field Goal,2,601,24,31,14,3,true,(10:01) (BAY 13) Sawyer Robertson pass complete to (BAY 12) Kelsey Johnson for 6 yards. Tackle by (HOU D08) Kentrell Webb. Assist by (HOU D12) Sione Fotu.,HOU 31 @ BAY 24,2025-11-29 12:00:00,W14,2,38,1,10,6,BAY,HOU,BAY,false,false,2025-11-29,29563,1545,2,601,Baylor,Houston,3,14,1,10,38,PASS,9,5,6,0,0,0,0,0,,0,Field Goal,0,0,0,0,3,3,(10:01) (BAY 13) Sawyer Robertson pass complete to (BAY 12) Kelsey Johnson for 6 yards. Tackle by (HOU D08) Kentrell Webb. Assist by (HOU D12) Sione Fotu.,-2,57,6899976,326-undefined
1573,6899996,RUSH,Rush,29563,,,,,29563,,409083,29563-1573,"409083, 1573",100000118,NCAA,TXBA,Baylor Bears,Baylor Bears,BAY,Bears,true,,,,#003015,Big 12,Houston,Baylor,11292025,2025,REG,14,,BAY,BAY,100000118,TXBA,OFF,true,W14,2025-11-29,2025-11-29 12:00:00,true,false,BAY,BAY,HOU,HOU,TXHO,100000182,3,14,6,14,2,4,32,32,,,3.6467581581227972,0.417860955320602,4,9,2,63,717,12,46,332,Field Goal,2,560,24,31,14,3,true,(9:20) (BAY 27) Joseph Dodds rushes for 4 yards. Tackle by (HOU D06) Jordan Allen. Assist by (HOU D05) Carlos Allen Jr..,HOU 31 @ BAY 24,2025-11-29 12:00:00,W14,2,32,2,4,4,BAY,HOU,BAY,false,false,2025-11-29,29563,1573,2,560,Baylor,Houston,3,14,2,4,32,RUSH,9,6,4,0,0,0,0,0,,0,Field Goal,0,0,0,0,3,3,(9:20) (BAY 27) Joseph Dodds rushes for 4 yards. Tackle by (HOU D06) Jordan Allen. Assist by (HOU D05) Carlos Allen Jr..,-2,57,6899996,326-undefined
1599,6900051,PASS,Pass,29563,,,,,29563,,409083,29563-1599,"409083, 1599",100000118,NCAA,TXBA,Baylor Bears,Baylor Bears,BAY,Bears,true,,,,#003015,Big 12,Houston,Baylor,11292025,2025,REG,14,,BAY,BAY,100000118,TXBA,OFF,true,W14,2025-11-29,2025-11-29 12:00:00,true,false,BAY,BAY,HOU,HOU,TXHO,100000182,3,14,6,14,1,10,28,28,,,4.059166982873922,0.027414628672861988,5,9,2,63,717,12,46,332,Field Goal,2,510,24,31,14,3,true,(8:30) (BAY 13) Sawyer Robertson pass complete to (BAY 06) Ashtyn Hawkins for 5 yards. Tackle by (HOU D01) Latrell McCutchin Sr..,HOU 31 @ BAY 24,2025-11-29 12:00:00,W14,2,28,1,10,5,BAY,HOU,BAY,false,false,2025-11-29,29563,1599,2,510,Baylor,Houston,3,14,1,10,28,PASS,9,7,5,0,0,0,0,0,,0,Field Goal,0,0,0,0,3,3,(8:30) (BAY 13) Sawyer Robertson pass complete to (BAY 06) Ashtyn Hawkins for 5 yards. Tackle by (HOU D01) Latrell McCutchin Sr..,-2,57,6900051,326-undefined
1627,6900064,RUSH,Rush,29563,,,,,29563,,409083,29563-1627,"409083, 1627",100000118,NCAA,TXBA,Baylor Bears,Baylor Bears,BAY,Bears,true,,,,#003015,Big 12,Houston,Baylor,11292025,2025,REG,14,,BAY,BAY,100000118,TXBA,OFF,true,W14,2025-11-29,2025-11-29 12:00:00,true,false,BAY,BAY,HOU,HOU,TXHO,100000182,3,14,6,14,2,5,23,23,,,4.086223913290618,1.396085354232397,15,9,2,63,717,12,46,332,Field Goal,2,487,24,31,14,3,true,(8:07) (BAY 27) Joseph Dodds rushes for 15 yards. Tackle by (HOU D08) Kentrell Webb. Assist by (HOU D22) Marc Stampley II.,HOU 31 @ BAY 24,2025-11-29 12:00:00,W14,2,23,2,5,15,BAY,HOU,BAY,false,false,2025-11-29,29563,1627,2,487,Baylor,Houston,3,14,2,5,23,RUSH,9,8,15,0,0,0,0,0,,0,Field Goal,0,0,0,0,3,3,(8:07) (BAY 27) Joseph Dodds rushes for 15 yards. Tackle by (HOU D08) Kentrell Webb. Assist by (HOU D22) Marc Stampley II.,-2,57,6900064,326-undefined
1653,6900082,RUSH,Rush,29563,,,,,29563,,409083,29563-1653,"409083, 1653",100000118,NCAA,TXBA,Baylor Bears,Baylor Bears,BAY,Bears,true,,,,#003015,Big 12,Houston,Baylor,11292025,2025,REG,14,,BAY,BAY,100000118,TXBA,OFF,true,W14,2025-11-29,2025-11-29 12:00:00,true,false,BAY,BAY,HOU,HOU,TXHO,100000182,3,14,6,14,1,8,8,8,,,5.464093543989884,-0.48724355287497867,1,9,2,63,717,12,46,332,Field Goal,2,465,24,31,14,3,true,(7:45) (BAY 27) Joseph Dodds rushes for 1 yard. Tackle by (HOU D12) Sione Fotu.,HOU 31 @ BAY 24,2025-11-29 12:00:00,W14,2,8,1,8,1,BAY,HOU,BAY,false,false,2025-11-29,29563,1653,2,465,Baylor,Houston,3,14,1,8,8,RUSH,9,9,1,0,0,0,0,0,,0,Field Goal,0,0,0,0,3,3,(7:45) (BAY 27) Joseph Dodds rushes for 1 yard. Tackle by (HOU D12) Sione Fotu.,-2,57,6900082,326-undefined
1679,6900084,PENALTY,RushPenalty,29563,,,,,29563,,409083,29563-1679,"409083, 1679",100000118,NCAA,TXBA,Baylor Bears,Baylor Bears,BAY,Bears,true,,,,#003015,Big 12,Houston,Baylor,11292025,2025,REG,14,,BAY,BAY,100000118,TXBA,OFF,true,W14,2025-11-29,2025-11-29 12:00:00,true,false,BAY,BAY,HOU,HOU,TXHO,100000182,3,14,6,14,2,7,7,7,,,4.970322231509544,-1.2547323145901284,0,9,2,63,717,12,46,332,Field Goal,2,434,24,31,14,3,true,Penalty on (BAY 72) Coleton Price.,HOU 31 @ BAY 24,2025-11-29 12:00:00,W14,2,7,2,7,0,BAY,HOU,BAY,false,false,2025-11-29,29563,1679,2,434,Baylor,Houston,3,14,2,7,7,PENALTY,9,0,0,0,0,0,0,0,,0,Field Goal,0,0,0,0,3,3,Penalty on (BAY 72) Coleton Price.,-2,57,6900084,326-undefined
1712,6900120,PASS,Pass,29563,,,,,29563,,409083,29563-1712,"409083, 1712",100000118,NCAA,TXBA,Baylor Bears,Baylor Bears,BAY,Bears,true,,,,#003015,Big 12,Houston,Baylor,11292025,2025,REG,14,,BAY,BAY,100000118,TXBA,OFF,true,W14,2025-11-29,2025-11-29 12:00:00,true,false,BAY,BAY,HOU,HOU,TXHO,100000182,3,14,6,14,2,17,17,17,,,3.698779861926601,-0.9945736268287493,0,9,2,63,717,12,46,332,Field Goal,2,429,24,31,14,3,true,(7:09) (BAY 13) Sawyer Robertson pass incomplete to (BAY 22) Caden Knighten,HOU 31 @ BAY 24,2025-11-29 12:00:00,W14,2,17,2,17,0,BAY,HOU,BAY,false,false,2025-11-29,29563,1712,2,429,Baylor,Houston,3,14,2,17,17,PASS,9,10,0,0,0,0,1,0,,0,Field Goal,0,0,0,0,3,3,(7:09) (BAY 13) Sawyer Robertson pass incomplete to (BAY 22) Caden Knighten,-2,57,6900120,326-undefined
1738,6900171,PASS,Pass,29563,,,,,29563,,409083,29563-1738,"409083, 1738",100000118,NCAA,TXBA,Baylor Bears,Baylor Bears,BAY,Bears,true,,,,#003015,Big 12,Houston,Baylor,11292025,2025,REG,14,,BAY,BAY,100000118,TXBA,OFF,true,W14,2025-11-29,2025-11-29 12:00:00,true,false,BAY,BAY,HOU,HOU,TXHO,100000182,3,14,6,14,3,17,17,17,,,2.690881610261951,-0.49856169474247103,0,9,2,63,717,12,46,332,Field Goal,2,424,24,31,14,3,true,(7:04) (BAY 13) Sawyer Robertson pass complete to (BAY 02) Kole Wilson for 0 yards. Tackle by (HOU D08) Kentrell Webb.,HOU 31 @ BAY 24,2025-11-29 12:00:00,W14,2,17,3,17,0,BAY,HOU,BAY,false,false,2025-11-29,29563,1738,2,424,Baylor,Houston,3,14,3,17,17,PASS,9,11,0,0,0,0,0,0,,0,Field Goal,0,0,0,0,3,3,(7:04) (BAY 13) Sawyer Robertson pass complete to (BAY 02) Kole Wilson for 0 yards. Tackle by (HOU D08) Kentrell Webb.,-2,57,6900171,326-undefined
1766,6900199,FGA,FGA,29563,,,,,29563,,409083,29563-1766,"409083, 1766",100000118,NCAA,TXBA,Baylor Bears,Baylor Bears,BAY,Bears,true,,,,#003015,Big 12,Houston,Baylor,11292025,2025,REG,14,,BAY,BAY,100000118,TXBA,OFF,true,W14,2025-11-29,2025-11-29 12:00:00,true,false,BAY,BAY,HOU,HOU,TXHO,100000182,3,14,6,14,4,17,17,17,,,2.18564052310368,0.8251254788149481,,9,2,63,717,12,46,332,Field Goal,2,387,24,31,14,3,true,(6:27) (BAY S96) Connor Hawkins 34 yard FG is Good.,HOU 31 @ BAY 24,2025-11-29 12:00:00,W14,2,17,4,17,0,BAY,HOU,BAY,false,false,2025-11-29,29563,1766,2,387,Baylor,Houston,3,14,4,17,17,FGA,9,0,0,0,0,0,0,0,,34,Field Goal,0,0,0,0,3,3,(6:27) (BAY S96) Connor Hawkins 34 yard FG is Good.,-2,57,6900199,326-undefined
1789,6900390,KICKOFF,Kickoff,29563,,,,,29563,,409083,29563-1789,"409083, 1789",100000118,NCAA,TXBA,Baylor Bears,Baylor Bears,BAY,Bears,true,,,,#003015,Big 12,Houston,Baylor,11292025,2025,REG,14,,HOU,HOU,100000182,TXHO,DEF,true,W14,2025-11-29,2025-11-29 12:00:00,true,false,BAY,BAY,HOU,HOU,TXHO,100000182,6,14,6,17,,,65,65,,,-0.6423687507130489,-0.1720651036113539,,10,2,75,385,12,64,285,Field Goal,2,385,24,31,14,6,false,75 Yard Kickoff by (BAY S98) Rhett Armstrong. Touchback.,HOU 31 @ BAY 24,2025-11-29 12:00:00,W14,2,65,0,-,0,BAY,HOU,HOU,false,false,2025-11-29,29563,1789,2,385,Baylor,Houston,6,14,0,-,65,KICKOFF,10,0,0,0,0,0,0,0,,0,Field Goal,0,0,0,0,3,3,75 Yard Kickoff by (BAY S98) Rhett Armstrong. Touchback.,-2,57,6900390,326-undefined
1807,6900421,PENALTY,RushPenalty,29563,,,,,29563,,409083,29563-1807,"409083, 1807",100000118,NCAA,TXBA,Baylor Bears,Baylor Bears,BAY,Bears,true,,,,#003015,Big 12,Houston,Baylor,11292025,2025,REG,14,,HOU,HOU,100000182,TXHO,DEF,false,W14,2025-11-29,2025-11-29 12:00:00,true,false,BAY,BAY,HOU,HOU,TXHO,100000182,6,14,6,17,1,10,75,75,,,-0.8167390662173444,0.6687161531887768,0,10,2,75,385,12,64,285,Field Goal,2,382,24,31,14,6,false,Tackle by (BAY D50) Matthew Fobbs-White. Penalty on (HOU 74) Matthew Wykoff.,HOU 31 @ BAY 24,2025-11-29 12:00:00,W14,2,75,1,10,0,BAY,HOU,HOU,false,false,2025-11-29,29563,1807,2,382,Baylor,Houston,6,14,1,10,75,PENALTY,10,0,0,0,0,0,0,0,,0,Field Goal,0,0,0,0,3,3,Tackle by (BAY D50) Matthew Fobbs-White. Penalty on (HOU 74) Matthew Wykoff.,-2,57,6900421,326-undefined
